confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm_0,chains_ptm_1,pair_chains_iptm_0_0,pair_chains_iptm_0_1,pair_chains_iptm_1_0,pair_chains_iptm_1_1,ligand_id,gene_id,yaml
0.855,0.927,0.685,0.685,0.000,0.898,0.582,0.722,4.462,0.944,0.815,0.944,0.187,0.685,0.815,180,FTO,FTO_180
0.797,0.915,0.392,0.392,0.000,0.898,0.487,0.892,9.272,0.938,0.894,0.938,0.132,0.392,0.894,19,FTO,FTO_19
0.908,0.924,0.909,0.909,0.000,0.908,0.809,0.517,1.158,0.926,0.874,0.926,0.566,0.909,0.874,191,FTO,FTO_191
0.871,0.922,0.757,0.757,0.000,0.900,0.671,0.627,2.603,0.935,0.744,0.935,0.231,0.757,0.744,192,FTO,FTO_192
0.886,0.920,0.824,0.824,0.000,0.902,0.708,0.572,1.699,0.928,0.773,0.928,0.361,0.824,0.773,193,FTO,FTO_193
0.897,0.938,0.820,0.820,0.000,0.917,0.795,0.575,2.737,0.945,0.849,0.945,0.395,0.820,0.849,194,FTO,FTO_194
0.892,0.932,0.844,0.844,0.000,0.905,0.715,0.556,1.701,0.940,0.784,0.940,0.352,0.844,0.784,2,FTO,FTO_2
0.870,0.940,0.706,0.706,0.000,0.912,0.645,0.544,3.975,0.951,0.877,0.951,0.171,0.706,0.877,201,FTO,FTO_201
0.908,0.937,0.874,0.874,0.000,0.916,0.801,0.482,1.621,0.941,0.832,0.941,0.420,0.874,0.832,203,FTO,FTO_203
0.831,0.930,0.541,0.541,0.000,0.903,0.568,0.751,6.656,0.949,0.900,0.949,0.140,0.541,0.900,208,FTO,FTO_208
0.815,0.906,0.548,0.548,0.000,0.882,0.523,0.885,5.202,0.936,0.759,0.936,0.144,0.548,0.759,209,FTO,FTO_209
0.731,0.906,0.096,0.096,0.000,0.890,0.462,1.848,23.994,0.944,0.860,0.944,0.076,0.096,0.860,213,FTO,FTO_213
0.807,0.901,0.507,0.507,0.000,0.881,0.501,0.982,6.651,0.931,0.783,0.931,0.157,0.507,0.783,218,FTO,FTO_218
0.891,0.920,0.822,0.822,0.000,0.908,0.748,0.579,2.339,0.926,0.869,0.926,0.295,0.822,0.869,219,FTO,FTO_219
0.887,0.932,0.816,0.816,0.000,0.905,0.673,0.534,2.187,0.939,0.863,0.939,0.242,0.816,0.863,221,FTO,FTO_221
0.845,0.931,0.626,0.626,0.000,0.900,0.557,0.712,5.244,0.948,0.899,0.948,0.206,0.626,0.899,222,FTO,FTO_222
0.926,0.941,0.933,0.933,0.000,0.925,0.859,0.410,1.005,0.941,0.894,0.941,0.466,0.933,0.894,225,FTO,FTO_225
0.821,0.915,0.539,0.539,0.000,0.891,0.487,0.896,6.842,0.937,0.813,0.937,0.136,0.539,0.813,229,FTO,FTO_229
0.928,0.936,0.937,0.937,0.000,0.925,0.858,0.412,0.986,0.936,0.935,0.936,0.366,0.937,0.935,237,FTO,FTO_237
0.923,0.937,0.930,0.930,0.000,0.922,0.837,0.421,1.079,0.938,0.896,0.938,0.383,0.930,0.896,240,FTO,FTO_240
0.798,0.946,0.319,0.319,0.000,0.918,0.502,0.617,9.576,0.958,0.968,0.958,0.101,0.319,0.968,242,FTO,FTO_242
0.896,0.934,0.812,0.812,0.000,0.917,0.742,0.515,2.564,0.940,0.840,0.940,0.236,0.812,0.840,249,FTO,FTO_249
0.922,0.928,0.939,0.939,0.000,0.918,0.866,0.463,0.978,0.928,0.861,0.928,0.470,0.939,0.861,25,FTO,FTO_25
0.924,0.948,0.935,0.935,0.000,0.922,0.819,0.405,1.219,0.949,0.938,0.949,0.592,0.935,0.938,252,FTO,FTO_252
0.867,0.931,0.739,0.739,0.000,0.899,0.645,0.570,2.499,0.945,0.768,0.945,0.232,0.739,0.768,257,FTO,FTO_257
0.864,0.921,0.721,0.721,0.000,0.899,0.643,0.623,2.774,0.934,0.832,0.934,0.229,0.721,0.832,26,FTO,FTO_26
0.891,0.927,0.826,0.826,0.000,0.907,0.724,0.526,1.686,0.935,0.785,0.935,0.376,0.826,0.785,262,FTO,FTO_262
0.922,0.932,0.928,0.928,0.000,0.921,0.841,0.461,1.073,0.933,0.887,0.933,0.361,0.928,0.887,263,FTO,FTO_263
0.874,0.926,0.754,0.754,0.000,0.905,0.682,0.599,2.823,0.937,0.825,0.937,0.234,0.754,0.825,265,FTO,FTO_265
0.902,0.931,0.882,0.882,0.000,0.907,0.749,0.501,1.476,0.935,0.812,0.935,0.335,0.882,0.812,268,FTO,FTO_268
0.917,0.930,0.915,0.915,0.000,0.918,0.817,0.473,1.172,0.932,0.922,0.932,0.385,0.915,0.922,273,FTO,FTO_273
0.885,0.937,0.783,0.783,0.000,0.911,0.705,0.552,2.719,0.946,0.888,0.946,0.343,0.783,0.888,275,FTO,FTO_275
0.929,0.945,0.923,0.923,0.000,0.930,0.916,0.477,2.445,0.948,0.950,0.948,0.353,0.923,0.950,277,FTO,FTO_277
0.898,0.927,0.838,0.838,0.000,0.912,0.740,0.522,2.159,0.933,0.803,0.933,0.301,0.838,0.803,278,FTO,FTO_278
0.845,0.935,0.600,0.600,0.000,0.907,0.619,0.634,4.747,0.950,0.829,0.950,0.139,0.600,0.829,280,FTO,FTO_280
0.902,0.937,0.863,0.863,0.000,0.912,0.754,0.470,1.452,0.941,0.801,0.941,0.379,0.863,0.801,288,FTO,FTO_288
0.907,0.927,0.887,0.887,0.000,0.913,0.783,0.498,1.357,0.930,0.802,0.930,0.343,0.887,0.802,290,FTO,FTO_290
0.918,0.943,0.886,0.886,0.000,0.926,0.810,0.413,1.563,0.945,0.940,0.945,0.234,0.886,0.940,300,FTO,FTO_300
0.865,0.934,0.697,0.697,0.000,0.907,0.656,0.560,3.192,0.945,0.846,0.945,0.164,0.697,0.846,301,FTO,FTO_301
0.923,0.939,0.931,0.931,0.000,0.922,0.849,0.433,0.975,0.940,0.887,0.940,0.482,0.931,0.887,303,FTO,FTO_303
0.837,0.927,0.597,0.597,0.000,0.897,0.562,0.769,5.418,0.948,0.782,0.948,0.222,0.597,0.782,305,FTO,FTO_305
0.917,0.939,0.926,0.926,0.000,0.915,0.804,0.437,0.986,0.941,0.861,0.941,0.376,0.926,0.861,316,FTO,FTO_316
0.933,0.941,0.959,0.959,0.000,0.926,0.886,0.393,0.689,0.940,0.873,0.940,0.455,0.959,0.873,318,FTO,FTO_318
0.833,0.937,0.540,0.540,0.000,0.906,0.527,0.666,5.992,0.955,0.886,0.955,0.141,0.540,0.886,32,FTO,FTO_32
0.893,0.926,0.829,0.829,0.000,0.909,0.718,0.519,1.971,0.931,0.822,0.931,0.264,0.829,0.822,321,FTO,FTO_321
0.884,0.919,0.789,0.789,0.000,0.908,0.718,0.639,2.895,0.926,0.894,0.926,0.282,0.789,0.894,323,FTO,FTO_323
0.867,0.921,0.733,0.733,0.000,0.900,0.620,0.610,2.595,0.932,0.881,0.932,0.224,0.733,0.881,326,FTO,FTO_326
0.867,0.932,0.697,0.697,0.000,0.909,0.669,0.578,3.346,0.943,0.898,0.943,0.168,0.697,0.898,331,FTO,FTO_331
0.928,0.921,0.942,0.942,0.000,0.925,0.899,0.472,1.029,0.921,0.961,0.921,0.344,0.942,0.961,336,FTO,FTO_336
0.885,0.929,0.820,0.820,0.000,0.902,0.694,0.555,1.875,0.938,0.730,0.938,0.345,0.820,0.730,34,FTO,FTO_34
0.928,0.942,0.943,0.943,0.000,0.925,0.856,0.399,0.920,0.942,0.892,0.942,0.377,0.943,0.892,344,FTO,FTO_344
0.905,0.934,0.852,0.852,0.000,0.918,0.783,0.514,2.281,0.938,0.870,0.938,0.343,0.852,0.870,345,FTO,FTO_345
0.924,0.943,0.938,0.938,0.000,0.920,0.831,0.407,0.902,0.944,0.903,0.944,0.491,0.938,0.903,347,FTO,FTO_347
0.861,0.936,0.666,0.666,0.000,0.910,0.629,0.605,4.425,0.948,0.878,0.948,0.167,0.666,0.878,350,FTO,FTO_350
0.922,0.934,0.933,0.933,0.000,0.920,0.854,0.435,0.909,0.935,0.882,0.935,0.402,0.933,0.882,352,FTO,FTO_352
0.931,0.941,0.956,0.956,0.000,0.924,0.874,0.402,0.789,0.941,0.857,0.941,0.404,0.956,0.857,353,FTO,FTO_353
0.911,0.927,0.905,0.905,0.000,0.913,0.798,0.494,1.282,0.929,0.914,0.929,0.383,0.905,0.914,356,FTO,FTO_356
0.918,0.934,0.917,0.917,0.000,0.918,0.816,0.460,1.148,0.935,0.822,0.935,0.355,0.917,0.822,358,FTO,FTO_358
0.889,0.925,0.833,0.833,0.000,0.903,0.695,0.549,2.065,0.932,0.817,0.932,0.273,0.833,0.817,359,FTO,FTO_359
0.913,0.937,0.898,0.898,0.000,0.917,0.806,0.473,1.501,0.940,0.839,0.940,0.346,0.898,0.839,360,FTO,FTO_360
0.854,0.929,0.651,0.651,0.000,0.904,0.571,0.634,4.623,0.943,0.912,0.943,0.168,0.651,0.912,361,FTO,FTO_361
0.822,0.919,0.555,0.555,0.000,0.889,0.456,0.769,4.485,0.942,0.822,0.942,0.146,0.555,0.822,362,FTO,FTO_362
0.904,0.930,0.866,0.866,0.000,0.914,0.759,0.490,1.798,0.933,0.806,0.933,0.312,0.866,0.806,364,FTO,FTO_364
0.909,0.941,0.873,0.873,0.000,0.918,0.766,0.449,1.590,0.944,0.836,0.944,0.301,0.873,0.836,374,FTO,FTO_374
0.885,0.939,0.792,0.792,0.000,0.908,0.683,0.527,2.908,0.947,0.867,0.947,0.234,0.792,0.867,38,FTO,FTO_38
0.893,0.930,0.811,0.811,0.000,0.914,0.727,0.525,2.202,0.937,0.905,0.937,0.288,0.811,0.905,39,FTO,FTO_39
0.919,0.939,0.920,0.920,0.000,0.918,0.804,0.438,1.213,0.941,0.798,0.941,0.365,0.920,0.798,4,FTO,FTO_4
0.870,0.936,0.719,0.719,0.000,0.907,0.664,0.622,3.697,0.948,0.844,0.948,0.205,0.719,0.844,45,FTO,FTO_45
0.832,0.903,0.623,0.623,0.000,0.885,0.579,0.806,4.153,0.926,0.784,0.926,0.205,0.623,0.784,55,FTO,FTO_55
0.792,0.914,0.399,0.399,0.000,0.891,0.516,1.225,10.567,0.945,0.785,0.945,0.131,0.399,0.785,56,FTO,FTO_56
0.926,0.931,0.929,0.929,0.000,0.925,0.874,0.462,1.239,0.932,0.938,0.932,0.372,0.929,0.938,58,FTO,FTO_58
0.912,0.936,0.902,0.902,0.000,0.914,0.801,0.472,1.267,0.939,0.773,0.939,0.388,0.902,0.773,6,FTO,FTO_6
0.898,0.927,0.859,0.859,0.000,0.907,0.734,0.524,1.745,0.931,0.821,0.931,0.361,0.859,0.821,66,FTO,FTO_66
0.897,0.934,0.854,0.854,0.000,0.908,0.734,0.500,1.484,0.940,0.785,0.940,0.388,0.854,0.785,7,FTO,FTO_7
0.832,0.930,0.535,0.535,0.000,0.906,0.599,0.728,6.611,0.947,0.859,0.947,0.155,0.535,0.859,70,FTO,FTO_70
0.875,0.927,0.776,0.776,0.000,0.900,0.671,0.584,2.065,0.940,0.773,0.940,0.346,0.776,0.773,74,FTO,FTO_74
0.897,0.929,0.853,0.853,0.000,0.908,0.730,0.513,1.528,0.934,0.775,0.934,0.380,0.853,0.775,75,FTO,FTO_75
0.882,0.936,0.773,0.773,0.000,0.910,0.703,0.562,2.819,0.946,0.874,0.946,0.359,0.773,0.874,8,FTO,FTO_8
0.785,0.930,0.309,0.309,0.000,0.904,0.429,0.936,11.165,0.954,0.880,0.954,0.096,0.309,0.880,82,FTO,FTO_82
0.891,0.937,0.790,0.790,0.000,0.916,0.729,0.541,2.809,0.944,0.878,0.944,0.248,0.790,0.878,9,FTO,FTO_9
0.945,0.935,0.926,0.926,0.000,0.950,0.871,0.379,0.953,0.937,0.860,0.937,0.579,0.926,0.860,1,GRIK1,GRIK1_1
0.902,0.898,0.783,0.783,0.000,0.932,0.764,0.528,1.947,0.908,0.843,0.908,0.256,0.783,0.843,100,GRIK1,GRIK1_100
0.930,0.936,0.894,0.894,0.000,0.939,0.804,0.413,1.189,0.942,0.894,0.942,0.681,0.894,0.894,101,GRIK1,GRIK1_101
0.928,0.925,0.900,0.900,0.000,0.935,0.800,0.436,1.212,0.928,0.811,0.928,0.379,0.900,0.811,103,GRIK1,GRIK1_103
0.934,0.923,0.887,0.887,0.000,0.946,0.848,0.413,1.244,0.926,0.860,0.926,0.358,0.887,0.860,108,GRIK1,GRIK1_108
0.933,0.934,0.894,0.894,0.000,0.942,0.832,0.442,1.172,0.938,0.855,0.938,0.403,0.894,0.855,109,GRIK1,GRIK1_109
0.901,0.935,0.777,0.777,0.000,0.933,0.730,0.466,1.917,0.951,0.844,0.951,0.440,0.777,0.844,11,GRIK1,GRIK1_11
0.886,0.843,0.781,0.781,0.000,0.912,0.697,0.567,1.929,0.852,0.825,0.852,0.267,0.781,0.825,111,GRIK1,GRIK1_111
0.892,0.910,0.756,0.756,0.000,0.926,0.735,0.567,2.108,0.923,0.835,0.923,0.270,0.756,0.835,112,GRIK1,GRIK1_112
0.937,0.938,0.896,0.896,0.000,0.947,0.841,0.431,1.224,0.942,0.829,0.942,0.433,0.896,0.829,113,GRIK1,GRIK1_113
0.905,0.831,0.858,0.858,0.000,0.917,0.724,0.558,1.968,0.831,0.890,0.831,0.385,0.858,0.890,114,GRIK1,GRIK1_114
0.920,0.884,0.859,0.859,0.000,0.935,0.809,0.507,1.528,0.888,0.812,0.888,0.366,0.859,0.812,119,GRIK1,GRIK1_119
0.947,0.924,0.953,0.953,0.000,0.945,0.855,0.373,0.856,0.922,0.834,0.922,0.509,0.953,0.834,12,GRIK1,GRIK1_12
0.921,0.886,0.893,0.893,0.000,0.928,0.769,0.465,1.439,0.887,0.901,0.887,0.451,0.893,0.901,122,GRIK1,GRIK1_122
0.909,0.925,0.834,0.834,0.000,0.928,0.747,0.452,1.534,0.935,0.852,0.935,0.453,0.834,0.852,124,GRIK1,GRIK1_124
0.956,0.945,0.964,0.964,0.000,0.955,0.919,0.348,0.729,0.945,0.909,0.945,0.531,0.964,0.909,125,GRIK1,GRIK1_125
0.954,0.945,0.946,0.946,0.000,0.956,0.884,0.338,0.821,0.947,0.931,0.947,0.742,0.946,0.931,126,GRIK1,GRIK1_126
0.934,0.937,0.901,0.901,0.000,0.943,0.810,0.368,1.102,0.941,0.875,0.941,0.425,0.901,0.875,127,GRIK1,GRIK1_127
0.966,0.969,0.972,0.972,0.000,0.964,0.947,0.308,0.477,0.969,0.918,0.969,0.609,0.972,0.918,131,GRIK1,GRIK1_131
0.954,0.942,0.965,0.965,0.000,0.951,0.889,0.333,0.651,0.941,0.843,0.941,0.524,0.965,0.843,132,GRIK1,GRIK1_132
0.951,0.960,0.928,0.928,0.000,0.957,0.901,0.358,0.796,0.964,0.855,0.964,0.427,0.928,0.855,136,GRIK1,GRIK1_136
0.951,0.957,0.942,0.942,0.000,0.953,0.894,0.359,0.792,0.959,0.915,0.959,0.496,0.942,0.915,139,GRIK1,GRIK1_139
0.896,0.894,0.767,0.767,0.000,0.928,0.745,0.518,1.793,0.905,0.834,0.905,0.231,0.767,0.834,14,GRIK1,GRIK1_14
0.949,0.911,0.968,0.968,0.000,0.944,0.841,0.377,1.002,0.908,0.840,0.908,0.420,0.968,0.840,140,GRIK1,GRIK1_140
0.963,0.965,0.956,0.956,0.000,0.964,0.936,0.323,0.613,0.965,0.952,0.965,0.690,0.956,0.952,142,GRIK1,GRIK1_142
0.912,0.928,0.817,0.817,0.000,0.935,0.771,0.464,1.520,0.938,0.834,0.938,0.574,0.817,0.834,145,GRIK1,GRIK1_145
0.904,0.914,0.719,0.719,0.000,0.951,0.767,0.423,4.232,0.918,0.962,0.918,0.156,0.719,0.962,146,GRIK1,GRIK1_146
0.925,0.945,0.830,0.830,0.000,0.949,0.823,0.447,1.600,0.952,0.855,0.952,0.337,0.830,0.855,149,GRIK1,GRIK1_149
0.951,0.929,0.956,0.956,0.000,0.950,0.894,0.350,0.672,0.927,0.942,0.927,0.685,0.956,0.942,151,GRIK1,GRIK1_151
0.883,0.926,0.605,0.605,0.000,0.952,0.747,0.457,5.552,0.933,0.962,0.933,0.117,0.605,0.962,152,GRIK1,GRIK1_152
0.923,0.867,0.894,0.894,0.000,0.930,0.785,0.497,1.521,0.867,0.876,0.867,0.387,0.894,0.876,153,GRIK1,GRIK1_153
0.932,0.904,0.915,0.915,0.000,0.936,0.811,0.418,1.193,0.906,0.903,0.906,0.511,0.915,0.903,154,GRIK1,GRIK1_154
0.932,0.947,0.868,0.868,0.000,0.948,0.841,0.426,1.238,0.953,0.826,0.953,0.378,0.868,0.826,155,GRIK1,GRIK1_155
0.921,0.900,0.874,0.874,0.000,0.933,0.754,0.459,1.547,0.904,0.845,0.904,0.410,0.874,0.845,156,GRIK1,GRIK1_156
0.902,0.813,0.840,0.840,0.000,0.917,0.719,0.619,2.289,0.813,0.863,0.813,0.319,0.840,0.863,160,GRIK1,GRIK1_160
0.965,0.967,0.967,0.967,0.000,0.965,0.944,0.312,0.511,0.967,0.920,0.967,0.638,0.967,0.920,162,GRIK1,GRIK1_162
0.786,0.912,0.159,0.159,0.000,0.942,0.496,0.600,8.689,0.930,0.945,0.930,0.063,0.159,0.945,163,GRIK1,GRIK1_163
0.893,0.911,0.746,0.746,0.000,0.930,0.746,0.525,2.068,0.923,0.845,0.923,0.205,0.746,0.845,166,GRIK1,GRIK1_166
0.933,0.904,0.923,0.923,0.000,0.936,0.822,0.418,1.118,0.904,0.854,0.904,0.406,0.923,0.854,167,GRIK1,GRIK1_167
0.917,0.904,0.830,0.830,0.000,0.939,0.806,0.484,1.775,0.910,0.840,0.910,0.284,0.830,0.840,17,GRIK1,GRIK1_17
0.938,0.905,0.941,0.941,0.000,0.938,0.803,0.405,1.145,0.904,0.837,0.904,0.414,0.941,0.837,170,GRIK1,GRIK1_170
0.959,0.956,0.960,0.960,0.000,0.958,0.921,0.338,0.591,0.956,0.878,0.956,0.574,0.960,0.878,173,GRIK1,GRIK1_173
0.933,0.916,0.907,0.907,0.000,0.940,0.833,0.425,1.057,0.918,0.878,0.918,0.432,0.907,0.878,177,GRIK1,GRIK1_177
0.920,0.890,0.869,0.869,0.000,0.932,0.770,0.472,1.639,0.892,0.878,0.892,0.422,0.869,0.878,178,GRIK1,GRIK1_178
0.941,0.948,0.900,0.900,0.000,0.951,0.875,0.408,0.978,0.953,0.801,0.953,0.378,0.900,0.801,180,GRIK1,GRIK1_180
0.949,0.956,0.922,0.922,0.000,0.956,0.890,0.382,0.890,0.960,0.813,0.960,0.446,0.922,0.813,182,GRIK1,GRIK1_182
0.947,0.950,0.946,0.946,0.000,0.948,0.867,0.347,0.701,0.951,0.848,0.951,0.519,0.946,0.848,185,GRIK1,GRIK1_185
0.892,0.915,0.780,0.780,0.000,0.920,0.705,0.566,1.922,0.930,0.765,0.930,0.434,0.780,0.765,186,GRIK1,GRIK1_186
0.944,0.934,0.929,0.929,0.000,0.948,0.864,0.382,1.008,0.936,0.833,0.936,0.421,0.929,0.833,188,GRIK1,GRIK1_188
0.936,0.926,0.910,0.910,0.000,0.943,0.818,0.409,1.160,0.928,0.834,0.928,0.393,0.910,0.834,190,GRIK1,GRIK1_190
0.954,0.926,0.970,0.970,0.000,0.950,0.909,0.347,0.722,0.924,0.961,0.924,0.640,0.970,0.961,191,GRIK1,GRIK1_191
0.901,0.875,0.798,0.798,0.000,0.926,0.719,0.517,1.934,0.883,0.803,0.883,0.300,0.798,0.803,192,GRIK1,GRIK1_192
0.946,0.950,0.919,0.919,0.000,0.952,0.886,0.382,0.849,0.954,0.810,0.954,0.387,0.919,0.810,195,GRIK1,GRIK1_195
0.920,0.915,0.859,0.859,0.000,0.935,0.799,0.457,1.516,0.922,0.837,0.922,0.316,0.859,0.837,198,GRIK1,GRIK1_198
0.946,0.951,0.917,0.917,0.000,0.953,0.879,0.392,0.917,0.954,0.800,0.954,0.450,0.917,0.800,200,GRIK1,GRIK1_200
0.874,0.889,0.703,0.703,0.000,0.917,0.668,0.627,2.883,0.908,0.796,0.908,0.187,0.703,0.796,201,GRIK1,GRIK1_201
0.934,0.927,0.918,0.918,0.000,0.938,0.829,0.407,0.960,0.929,0.889,0.929,0.526,0.918,0.889,202,GRIK1,GRIK1_202
0.938,0.935,0.925,0.925,0.000,0.941,0.827,0.377,0.952,0.937,0.825,0.937,0.403,0.925,0.825,206,GRIK1,GRIK1_206
0.953,0.948,0.950,0.950,0.000,0.953,0.911,0.340,0.595,0.949,0.924,0.949,0.652,0.950,0.924,207,GRIK1,GRIK1_207
0.941,0.931,0.933,0.933,0.000,0.944,0.863,0.371,0.836,0.932,0.934,0.932,0.629,0.933,0.934,208,GRIK1,GRIK1_208
0.940,0.909,0.937,0.937,0.000,0.940,0.815,0.409,1.091,0.907,0.827,0.907,0.414,0.937,0.827,210,GRIK1,GRIK1_210
0.851,0.898,0.606,0.606,0.000,0.912,0.619,0.658,3.054,0.926,0.846,0.926,0.140,0.606,0.846,211,GRIK1,GRIK1_211
0.942,0.892,0.943,0.943,0.000,0.941,0.844,0.459,1.451,0.890,0.938,0.890,0.680,0.943,0.938,215,GRIK1,GRIK1_215
0.931,0.934,0.879,0.879,0.000,0.944,0.842,0.406,1.116,0.939,0.818,0.939,0.324,0.879,0.818,24,GRIK1,GRIK1_24
0.948,0.937,0.938,0.938,0.000,0.950,0.888,0.382,0.957,0.939,0.914,0.939,0.474,0.938,0.914,28,GRIK1,GRIK1_28
0.895,0.879,0.770,0.770,0.000,0.926,0.736,0.560,2.277,0.890,0.825,0.890,0.241,0.770,0.825,32,GRIK1,GRIK1_32
0.950,0.930,0.969,0.969,0.000,0.946,0.867,0.353,0.826,0.927,0.933,0.927,0.660,0.969,0.933,34,GRIK1,GRIK1_34
0.908,0.839,0.838,0.838,0.000,0.926,0.762,0.651,2.266,0.842,0.802,0.842,0.317,0.838,0.802,36,GRIK1,GRIK1_36
0.834,0.889,0.550,0.550,0.000,0.905,0.570,0.730,4.178,0.923,0.794,0.923,0.122,0.550,0.794,39,GRIK1,GRIK1_39
0.954,0.947,0.968,0.968,0.000,0.951,0.897,0.338,0.646,0.946,0.939,0.946,0.745,0.968,0.939,4,GRIK1,GRIK1_4
0.948,0.944,0.928,0.928,0.000,0.953,0.867,0.383,0.962,0.945,0.877,0.945,0.425,0.928,0.877,42,GRIK1,GRIK1_42
0.811,0.881,0.262,0.262,0.000,0.948,0.680,0.446,7.948,0.888,0.988,0.888,0.081,0.262,0.988,44,GRIK1,GRIK1_44
0.916,0.857,0.868,0.868,0.000,0.928,0.747,0.540,2.108,0.860,0.870,0.860,0.356,0.868,0.870,48,GRIK1,GRIK1_48
0.909,0.921,0.820,0.820,0.000,0.931,0.770,0.505,1.626,0.931,0.851,0.931,0.296,0.820,0.851,5,GRIK1,GRIK1_5
0.878,0.903,0.717,0.717,0.000,0.919,0.667,0.523,2.156,0.924,0.814,0.924,0.440,0.717,0.814,51,GRIK1,GRIK1_51
0.936,0.913,0.910,0.910,0.000,0.942,0.831,0.469,1.332,0.914,0.826,0.914,0.420,0.910,0.826,53,GRIK1,GRIK1_53
0.911,0.925,0.841,0.841,0.000,0.929,0.769,0.479,1.620,0.937,0.826,0.937,0.304,0.841,0.826,55,GRIK1,GRIK1_55
0.908,0.907,0.834,0.834,0.000,0.927,0.741,0.498,1.721,0.915,0.803,0.915,0.296,0.834,0.803,58,GRIK1,GRIK1_58
0.909,0.853,0.840,0.840,0.000,0.927,0.749,0.527,1.695,0.856,0.788,0.856,0.363,0.840,0.788,59,GRIK1,GRIK1_59
0.882,0.876,0.727,0.727,0.000,0.921,0.710,0.604,2.454,0.890,0.844,0.890,0.242,0.727,0.844,6,GRIK1,GRIK1_6
0.949,0.956,0.920,0.920,0.000,0.956,0.892,0.381,0.933,0.960,0.798,0.960,0.452,0.920,0.798,61,GRIK1,GRIK1_61
0.920,0.882,0.865,0.865,0.000,0.934,0.797,0.525,1.605,0.884,0.812,0.884,0.372,0.865,0.812,65,GRIK1,GRIK1_65
0.946,0.908,0.959,0.959,0.000,0.942,0.849,0.372,0.885,0.904,0.830,0.904,0.498,0.959,0.830,66,GRIK1,GRIK1_66
0.932,0.875,0.924,0.924,0.000,0.934,0.793,0.439,1.290,0.872,0.823,0.872,0.396,0.924,0.823,69,GRIK1,GRIK1_69
0.957,0.960,0.952,0.952,0.000,0.959,0.914,0.343,0.636,0.961,0.838,0.961,0.468,0.952,0.838,7,GRIK1,GRIK1_7
0.946,0.888,0.967,0.967,0.000,0.941,0.835,0.410,1.191,0.883,0.874,0.883,0.522,0.967,0.874,71,GRIK1,GRIK1_71
0.919,0.914,0.860,0.860,0.000,0.934,0.756,0.450,1.492,0.920,0.844,0.920,0.433,0.860,0.844,72,GRIK1,GRIK1_72
0.949,0.926,0.960,0.960,0.000,0.947,0.862,0.353,0.803,0.923,0.845,0.923,0.530,0.960,0.845,75,GRIK1,GRIK1_75
0.937,0.929,0.918,0.918,0.000,0.942,0.825,0.376,1.003,0.931,0.906,0.931,0.553,0.918,0.906,76,GRIK1,GRIK1_76
0.929,0.942,0.860,0.860,0.000,0.946,0.831,0.437,1.241,0.950,0.798,0.950,0.444,0.860,0.798,77,GRIK1,GRIK1_77
0.956,0.957,0.950,0.950,0.000,0.958,0.911,0.350,0.675,0.959,0.920,0.959,0.757,0.950,0.920,78,GRIK1,GRIK1_78
0.960,0.963,0.957,0.957,0.000,0.961,0.928,0.336,0.611,0.965,0.875,0.965,0.495,0.957,0.875,82,GRIK1,GRIK1_82
0.940,0.938,0.915,0.915,0.000,0.946,0.851,0.385,0.938,0.941,0.853,0.941,0.436,0.915,0.853,88,GRIK1,GRIK1_88
0.927,0.846,0.916,0.916,0.000,0.929,0.777,0.534,1.727,0.841,0.896,0.841,0.487,0.916,0.896,89,GRIK1,GRIK1_89
0.953,0.927,0.974,0.974,0.000,0.948,0.896,0.360,0.788,0.923,0.948,0.923,0.697,0.974,0.948,90,GRIK1,GRIK1_90
0.935,0.858,0.926,0.926,0.000,0.937,0.817,0.471,1.561,0.855,0.859,0.855,0.392,0.926,0.859,92,GRIK1,GRIK1_92
0.884,0.915,0.762,0.762,0.000,0.914,0.679,0.548,2.004,0.933,0.807,0.933,0.281,0.762,0.807,93,GRIK1,GRIK1_93
0.948,0.927,0.950,0.950,0.000,0.948,0.868,0.353,0.810,0.926,0.927,0.926,0.569,0.950,0.927,94,GRIK1,GRIK1_94
0.885,0.778,0.899,0.899,0.000,0.881,0.802,0.764,1.831,0.771,0.854,0.771,0.349,0.899,0.854,1,HCRTR1,HCRTR1_1
0.853,0.738,0.759,0.759,0.000,0.876,0.680,0.833,3.169,0.738,0.819,0.738,0.166,0.759,0.819,118,HCRTR1,HCRTR1_118
0.855,0.746,0.804,0.804,0.000,0.868,0.714,0.840,2.806,0.743,0.790,0.743,0.199,0.804,0.790,122,HCRTR1,HCRTR1_122
0.854,0.721,0.759,0.759,0.000,0.878,0.711,0.873,3.557,0.720,0.861,0.720,0.175,0.759,0.861,123,HCRTR1,HCRTR1_123
0.901,0.795,0.949,0.949,0.000,0.890,0.856,0.711,1.542,0.787,0.811,0.787,0.333,0.949,0.811,129,HCRTR1,HCRTR1_129
0.839,0.739,0.702,0.702,0.000,0.874,0.677,1.038,5.135,0.742,0.832,0.742,0.151,0.702,0.832,146,HCRTR1,HCRTR1_146
0.861,0.738,0.788,0.788,0.000,0.880,0.724,0.861,3.258,0.736,0.791,0.736,0.179,0.788,0.791,149,HCRTR1,HCRTR1_149
0.873,0.750,0.830,0.830,0.000,0.883,0.755,0.825,2.849,0.747,0.840,0.747,0.253,0.830,0.840,150,HCRTR1,HCRTR1_150
